ID,Image,Name(Kanji),Name(Hiragana),Name(Romaji),Localised Name,Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats
154,,米山 植人,よねやま うえひと,Uehito Yoneyama,Homer Grower,米山,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Breach,76,79,77,95,99,81,110,617
155,,犬飼 茂樹,いぬかい しげき,Shigeki Inukai,Rolf Howells,犬飼,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Bond,76,79,77,95,99,81,110,617
156,,福井 咲平,ふくい さくへい,Sakuhei Fukui,Luke Lively,福井,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,FW,林 (Forest),Tension,79,83,84,91,95,81,104,617
157,,富士 地洋,ふじ ちひろ,Chihiro Fuji,Ben Nevis,富士,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,風 (Wind),Rough Play,76,79,77,95,99,81,110,617
158,,新野 亀吉,しんの かめきち,Kamekichi Shinno,Turtle Newfield,新野,男 (Male),MF7,監督 (Manager),イナズマイレブン,MF,DF,風 (Wind),Counter,90,104,105,77,75,75,93,619
159,,軟山 弱,なんざん よわみ,Yowami Nanzan,John Neville,軟山,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,DF,火 (Fire),Counter,79,86,81,88,95,101,86,616
160,,西垣 守,にしがき まもる,Mamoru Nishigaki,Malcolm Night,西垣,男 (Male),DF4,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Counter,79,83,81,98,102,85,114,642
161,,女川 映日,めがわ あきひ,Akihi Megawa,Alfred Meenan,女川,男 (Male),DF4,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,79,83,81,98,102,85,114,642
162,,光宗 団,みつむね だん,Dan Mitsumune,Dan Mirthful,光宗,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,林 (Forest),Rough Play,76,79,77,95,99,81,110,617
163,,黒部 立樹,くろべ りつき,Ritsuki Kurobe,Ricky Clover,黒部,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,山 (Mountain),Justice,76,79,77,95,99,81,110,617
164,,跳山 段,とびやま だん,Dan Tobiyama,Toby Damian,跳山,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,風 (Wind),Bond,90,104,105,77,75,75,93,619
165,,屋形 直人,やかた なおと,Naoto Yakata,York Nashmith,屋形,男 (Male),MF5,選手 (Player),イナズマイレブン,MF,FW,林 (Forest),Justice,93,108,109,81,78,78,97,644
166,,茂木 沙樹都,もぎ さきと,Sakito Mogi,Zachary Moore,茂木,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,林 (Forest),Breach,90,104,105,77,75,75,93,619
167,,武方 勝,むかた まさる,Masaru Mukata,Marvin Murdock,勝,男 (Male),FW6,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Rough Play,114,108,98,81,78,78,86,643
168,,武方 友,むかた とも,Tomo Mukata,Thomas Murdock,友,男 (Male),FW6,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Rough Play,114,108,98,81,78,78,86,643
169,,武方 努,むかた つとむ,Tsutomu Mukata,Tyler Murdock,努,男 (Male),FW6,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Justice,114,108,98,81,78,78,86,643
170,,段堂 正憲,だんどう まさのり,Masanori Dando,Simon Calier,段堂,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,DF,林 (Forest),Tension,79,86,81,88,95,101,86,616
171,,深沢 念司,ふかざわ ねんじ,Nenji Fukazawa,Brody Gloom,深沢,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,山 (Mountain),Breach,90,104,105,77,75,75,93,619
172,,守野 優一,まもりの ゆういち,Yuichi Mamorino,Victor Talis,守野,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Counter,90,104,105,77,75,75,93,619
173,,中井 陽介,なかい ようすけ,Yosuke Nakai,Eren Middleton,中井,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Bond,76,79,77,95,99,81,110,617
174,,石井 清気,いしい せいき,Seiki Ishii,Peter Wells,石井,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,FW,風 (Wind),Bond,79,83,84,91,95,81,104,617
175,,二階堂 修吾,にかいどう しゅうご,Shugo Nikaido,Seth Nichols,二階堂,男 (Male),DF6,監督 (Manager),イナズマイレブン,DF,FW,風 (Wind),Justice,79,83,84,91,95,81,104,617
176,,歩星 呑一,ぽせい どんいち,Donichi Posei,Paul Siddon,ポセイドン,男 (Male),GK4,選手 (Player),イナズマイレブン,GK,MF,山 (Mountain),Breach,83,90,84,91,99,104,90,641
177,,阿保露 光,あぽろ ひかる,Hikaru Aporo,Apollo Light,アポロン,男 (Male),DF5,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,83,86,88,95,99,85,107,643
178,,部灰 炎,へぱい えん,En Hepai,Jeff Iron,ヘパイス,男 (Male),DF5,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Counter,83,86,88,95,99,85,107,643
179,,荒須 乱,あれす らん,Ran Aresu,Lane War,アレス,男 (Male),DF5,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Bond,83,86,88,95,99,85,107,643
180,,手魚 激,でいお げき,Geki Deio,Danny Wood,ディオ,男 (Male),DF5,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Bond,83,86,88,95,99,85,107,643
181,,在手 実弓,あるて さねき,Saneki Arute,Artie Mishman,アルテミス,男 (Male),MF6,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Rough Play,97,104,102,84,85,78,93,643
182,,経目 須商,へるめ まつあき,Matsuaki Herume,Arion Matlock,ヘルメス,男 (Male),MF6,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Rough Play,97,104,102,84,85,78,93,643
183,,明天名 智,あてな とも,Tomo Atena,Wesley Knox,アテナ,男 (Male),MF6,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Justice,97,104,102,84,85,78,93,643
184,,出右手 豊,でめて ゆたか,Yutaka Demete,Jonas Demetrius,デメテル,男 (Male),FW6,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Tension,114,108,98,81,78,78,86,643
185,,亜風炉 照美,あふろ てるみ,Terumi Afuro,Byron Love,アフロディ,男 (Male),MF2,選手 (Player),イナズマイレブン,MF,FW,林 (Forest),Breach,104,112,109,91,92,85,100,693
186,,平良 貞,へら ただし,Tadashi Hera,Henry House,ヘラ,男 (Male),MF6,選手 (Player),イナズマイレブン,MF,DF,火 (Fire),Bond,97,104,102,84,85,78,93,643
187,,位家 路主,いか みちゆき,Michiyuki Ika,Iggy Russ,イカロス,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,風 (Wind),Bond,79,86,81,88,95,101,86,616
188,,安芸 玲須,あき たままつ,Tamamatsu Aki,Gus Heeley,アキレス,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,DF,山 (Mountain),Bond,104,101,91,81,78,75,90,620
189,,経洛 玲州,へらく れす,Resu Heraku,Harry Closs,ヘラクレス,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Counter,76,79,77,95,99,81,110,617
190,,黒野 時夫,くろの ときお,Tokio Kurono,Andy Chronic,クロノス,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Breach,76,79,77,95,99,81,110,617
191,,目戸 宇左,めど うさ,Usa Medo,Ned Yousef,メドゥーサ,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,山 (Mountain),Justice,90,104,105,77,75,75,93,619
192,,宗像 大翔,むなかた ひろと,Hiroto Munakata,Herman Muller,大翔,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,DF,風 (Wind),Justice,79,86,81,88,95,101,86,616
193,,英山 海人,ひでやま かいと,Kaito Hideyama,Keth Claus,海人,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Justice,76,79,77,95,99,81,110,617
194,,北垣 亮太,きたがき りょうた,Ryota Kitagaki,Robert Silver,亮太,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Rough Play,76,79,77,95,99,81,110,617
195,,瀬島 樹,せじま いつき,Itsuki Sejima,Izzy Island,樹,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Tension,79,83,84,91,95,81,104,617
196,,新竹 颯太,しんたけ そうた,Sota Shintake,Sothern Newman,颯太,男 (Male),DF6,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Tension,79,83,84,91,95,81,104,617
197,,池尻 陽,いけじり はる,Haru Ikejiri,Irwin Hall,陽,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Counter,90,104,105,77,75,75,93,619
198,,寺坂 響,てらさか ひびき,Hibiki Terasaka,Taylor Higgins,寺坂,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Bond,90,104,105,77,75,75,93,619
199,,興津 蒼空,こうず そら,Sora Kozu,Jamie Cool,蒼空,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,FW,風 (Wind),Justice,93,101,98,81,82,75,90,620
200,,間 竜介,はざま りゅうすけ,Ryusuke Hazama,Hans Randall,竜介,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Bond,104,101,91,81,78,75,90,620
201,,森元 陸斗,もりもと りくと,Rikuto Morimoto,Michael Riverside,陸斗,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,山 (Mountain),Tension,90,104,105,77,75,75,93,619
202,,如月 まこ,きさらぎ まこ,Mako Kisaragi,Millie Moonlight,まこ,女 (Female),FW6,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Counter,114,108,98,81,78,78,86,643
203,,青島 薫,あおしま かおる,Kaoru Aoshima,Karl Blue,青島,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,山 (Mountain),Rough Play,93,101,98,81,82,75,90,620
204,,甘井 一哉,あまい かずや,Kazuya Amai,Theakston Plank,甘井,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Counter,110,104,95,77,75,75,83,619
205,,平田 兼,ひらた けん,Ken Hirata,Ken Cake,平田,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,DF,山 (Mountain),Justice,110,104,95,77,75,75,83,619
206,,長谷部 精児,はせべ せいじ,Seiji Hasebe,Mitch Grumble,長谷部,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Breach,90,104,105,77,75,75,93,619
207,,巨島 祐一,おおしま ゆういち,Yuichi Oshima,Bart Grantham,巨島,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,林 (Forest),Tension,79,86,81,88,95,101,86,616
208,,響木 正剛,ひびき せいごう,Seigo Hibiki,Seymour Hillman,響木,男 (Male),GK2,監督 (Manager),イナズマイレブン,GK,FW,山 (Mountain),Breach,86,94,88,95,102,107,93,665
209,,浮島 一人,うきしま かずと,Kazuto Ukishima,Charles Island,浮島,男 (Male),DF4,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,79,83,81,98,102,85,114,642
210,,髪村 切斗,かみむら きりと,Kirito Kamimura,Garret Hairtown,髪村,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,風 (Wind),Justice,76,79,77,95,99,81,110,617
211,,会田 力,あいだ ちから,Chikara Aida,Arthur Sweet,会田,男 (Male),DF4,選手 (Player),イナズマイレブン,DF,FW,山 (Mountain),Bond,79,83,81,98,102,85,114,642
212,,場寅 仕,ばとら まなぶ,Manabu Batora,Peter Mildred,バトラー,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Justice,93,101,98,81,82,75,90,620
213,,中間 庸,なかま よう,Yo Nakama,Josh Nathaniel,中間,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Rough Play,93,101,98,81,82,75,90,620
214,,碇 頑五郎,いかり げんごろう,Gengoro Ikari,Edward Gladstone,碇,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,火 (Fire),Tension,90,104,105,77,75,75,93,619
215,,定良 保,ていら たもつ,Tamotsu Teira,Tyler Thomas,テーラー,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,山 (Mountain),Tension,90,104,105,77,75,75,93,619
216,,民山 謡,たみやま よう,Yo Tamiyama,Joseph Yosemite,マスター,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,DF,風 (Wind),Counter,110,104,95,77,75,75,83,619
217,,菅田 厳,すがた いわお,Iwao Sugata,Ian Suffolk,菅田,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,火 (Fire),Justice,90,104,105,77,75,75,93,619
218,,備流田 光一,びるだ こういち,Koichi Biruda,Constant Builder,ビルダー,男 (Male),FW5,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Rough Play,107,104,95,84,82,78,93,643
219,,国木田 俳人,くにきだ はいと,Haito Kunikida,Ted Poe,はいじん,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Counter,110,104,95,77,75,75,83,619
220,,道場 亮治,みちば りょうじ,Ryoji Michiba,Marshall Heart,道場,男 (Male),FW7,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Justice,104,101,91,81,78,75,90,620
221,,土盛 工司,つちもり こうじ,Koji Tsuchimori,Dom Foreman,工司,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,FW,山 (Mountain),Bond,93,101,98,81,82,75,90,620
222,,賭山 流,かけやま りゅう,Ryu Kakeyama,Slot MacHines,賭山,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
223,,厚田 直,あつた なお,Nao Atsuta,Bill Steakspear,厚田,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Tension,76,79,77,95,99,81,110,617
224,,生垣 冗,いけがき じょう,Jo Ikegaki,Joe Ingram,冗,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,FW,火 (Fire),Bond,79,86,81,88,95,101,86,616
225,,姫島 極,ひめじま きわむ,Kiwamu Himejima,Kendall Sefton,姫島,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,風 (Wind),Justice,76,79,77,95,99,81,110,617
226,,菊池 康志,きくち やすし,Yasushi Kikuchi,Jason Strike,菊池,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,火 (Fire),Counter,76,79,77,95,99,81,110,617
227,,野馬 運,のま はこぶ,Hakobu Noma,Norman Porter,野馬,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Bond,76,79,77,95,99,81,110,617
228,,向山 恭吾,むかいやま きょうご,Kyogo Mukaiyama,Maxwell Claus,向山,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,76,79,77,95,99,81,110,617
229,,茶木 椎斗,ちゃき しいと,Shiito Chaki,Bruce Chaney,茶木,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,林 (Forest),Tension,90,104,105,77,75,75,93,619
230,,加納 輪介,かのう りんすけ,Rinsuke Kano,Leroy Rhymes,加納,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,風 (Wind),Breach,90,104,105,77,75,75,93,619
231,,立野 誠一,たちの せいいち,Seiichi Tachino,Mildford Scott,立野,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Tension,90,104,105,77,75,75,93,619
232,,出前 洋,いでまえ よう,Yo Idemae,Lou Edmonds,でまえ,男 (Male),FW5,選手 (Player),イナズマイレブン,FW,MF,火 (Fire),Tension,107,104,95,84,82,78,93,643
233,,安永 英嗣,やすなが ひでつぐ,Hidetsugu Yasunaga,Cameron Morefield,安永,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,風 (Wind),Justice,90,104,105,77,75,75,93,619
234,,水口 精司,みずぐち せいじ,Seiji Mizuguchi,Greg Bernard,水口,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,林 (Forest),Breach,110,104,95,77,75,75,83,619
235,,堤 広司,つつみ こうじ,Koji Tsutsumi,Peter Banker,堤,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,FW,風 (Wind),Breach,79,86,81,88,95,101,86,616
236,,友岡 愛斗,ともおか なると,Naruto Tomooka,Saul Tunk,友岡,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,火 (Fire),Rough Play,90,104,105,77,75,75,93,619
237,,丸出 為夫,まるで ためお,Tameo Marude,Alan Most,丸出,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Counter,76,79,77,95,99,81,110,617
238,,石崎 満,いしざき みつる,Mitsuru Ishizaki,Paul Caperock,石崎,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,風 (Wind),Tension,76,79,77,95,99,81,110,617
239,,小塚 勇介,こづか ゆうすけ,Yusuke Kozuka,Julius Molehill,小塚,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Tension,76,79,77,95,99,81,110,617
240,,木崎 里,きざき さと,Sato Kizaki,Clint Loggan,木崎,女 (Female),FW8,監督 (Manager),イナズマイレブン,FW,GK,林 (Forest),Counter,110,104,95,77,75,75,83,619
241,,八百野 スミ子,やおの すみこ,Sumiko Yaono,Suzanne Yuma,八百野,女 (Female),GK6,選手 (Player),イナズマイレブン,GK,MF,山 (Mountain),Bond,79,86,81,88,95,101,86,616
242,,筆山 トメ,ふでやま とめ,Tome Fudeyama,Tammy Fielding,トメ,女 (Female),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Breach,76,79,77,95,99,81,110,617
243,,大玉 好美,おおたま このみ,Konomi Otama,Alex Lovely,大玉,女 (Female),DF6,選手 (Player),イナズマイレブン,DF,MF,風 (Wind),Counter,79,83,84,91,95,81,104,617
244,,骨盤 整,ほねまる ひとし,Hitoshi Honemaru,Louis Hillside,こつばん,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,火 (Fire),Tension,76,79,77,95,99,81,110,617
245,,執刀 直,しっとう なお,Nao Shitto,Ness Sheldon,執刀,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,GK,山 (Mountain),Bond,76,79,77,95,99,81,110,617
246,,立見 律子,たちみ りつこ,Ritsuko Tachimi,Lizzy Squirrel,律子,女 (Female),MF4,選手 (Player),イナズマイレブン,MF,DF,風 (Wind),Breach,93,101,98,81,82,75,90,620
247,,店街 隠典,みせまち やすのり,Yasunori Misemachi,Kippy Jones,ごいんきょ,男 (Male),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Breach,93,101,98,81,82,75,90,620
248,,歌川 誠,うたがわ まこと,Makoto Utagawa,Fayette Riversong,歌川,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,山 (Mountain),Justice,90,104,105,77,75,75,93,619
249,,如月 沙理奈,きさらぎ さりな,Sarina Kisaragi,Samantha Moonlight,サリー,女 (Female),FW6,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Bond,114,108,98,81,78,78,86,643
250,,三河屋 三郎,みかわや さぶろう,Saburo Mikawaya,Mitch Sandstone,サブちゃん,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,FW,火 (Fire),Justice,90,104,105,77,75,75,93,619
251,,符呂暮 岩生,ぷろぐれ いわお,Iwao Purogure,Eddie Prentice,プログレ,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,山 (Mountain),Justice,110,104,95,77,75,75,83,619
252,,家守 優司,いえもり ゆうじ,Yuji Iemori,Alf Holmes,家守,男 (Male),GK6,選手 (Player),イナズマイレブン,GK,MF,林 (Forest),Tension,79,86,81,88,95,101,86,616
253,,戎 正義,えびす まさよし,Masayoshi Ebisu,Ian Stager,戎,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,FW,林 (Forest),Breach,76,79,77,95,99,81,110,617
254,,生地 釜雄,いくじ かまお,Kamao Ikuji,Fred Crumb,生地,男 (Male),DF7,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Bond,76,79,77,95,99,81,110,617
255,,衛士 展也,えじ のぶや,Nobuya Eji,Doug Baughan,衛士,男 (Male),FW8,選手 (Player),イナズマイレブン,FW,MF,風 (Wind),Justice,110,104,95,77,75,75,83,619
256,,田辺 さやか,たなべ さやか,Sayaka Tanabe,Pip Daltry,さやか,女 (Female),DF7,選手 (Player),イナズマイレブン,DF,MF,林 (Forest),Justice,76,79,77,95,99,81,110,617
257,,角馬 圭太,かくま けいた,Keita Kakuma,Chester Horse Jr,圭太,男 (Male),MF7,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Breach,90,104,105,77,75,75,93,619
258,,豪炎寺 夕香,ごうえんじ ゆうか,Yuka Goenji,Julia Blaze,夕香,女 (Female),MF3,選手 (Player),イナズマイレブン,MF,FW,火 (Fire),Breach,97,112,112,84,82,81,100,668
262,,東 京,あずま きょう,Kyo Azuma,Andy,東,男 (Male),DF5,選手 (Player),イナズマイレブン,DF,MF,山 (Mountain),Counter,83,86,88,95,99,85,107,643
263,,大谷 つくし,おおたに つくし,Tsukushi Otani,Aurelia Dingle,つくし,女 (Female),MF4,選手 (Player),イナズマイレブン,MF,DF,林 (Forest),Justice,100,108,105,88,88,81,97,667
